genres,genres,,,,,,,,,,,,,,,,,,
Adventure|Drama|Sci-Fi,Adventure,Drama,Sci-Fi,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Adventure|Romance|Sci-Fi|Thriller,Action,Adventure,Romance,Sci-Fi,Thriller,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Action|Drama|Romance,Action,Drama,Romance,,,,,,,,,,,,,,,,
Action|Mystery|Sci-Fi|Thriller,Action,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Adventure|Family|Fantasy|Mystery,Adventure,Family,Fantasy,Mystery,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Sci-Fi,Action,Sci-Fi,,,,,,,,,,,,,,,,,
Biography|Crime|Drama|History|Romance,Biography,Crime,Drama,History,Romance,,,,,,,,,,,,,,
Biography|Crime|Drama,Biography,Crime,Drama,,,,,,,,,,,,,,,,
Action|Comedy|Thriller,Action,Comedy,Thriller,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Action|Drama|Mystery|Thriller,Action,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Western,Drama,Western,,,,,,,,,,,,,,,,,
Animation|Drama|Family|Musical|Romance,Animation,Drama,Family,Musical,Romance,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy,Adventure,Animation,Comedy,Family,Fantasy,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Family|Mystery,Action,Adventure,Comedy,Family,Mystery,,,,,,,,,,,,,,
Action|Adventure|Family|Fantasy,Action,Adventure,Family,Fantasy,,,,,,,,,,,,,,,
Adventure|Drama|Family|Fantasy,Adventure,Drama,Family,Fantasy,,,,,,,,,,,,,,,
Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,,,,,,,,,,,
Adventure|Animation|Family|Fantasy,Adventure,Animation,Family,Fantasy,,,,,,,,,,,,,,,
Action|Romance|Thriller,Action,Romance,Thriller,,,,,,,,,,,,,,,,
Action|Fantasy|Horror|Mystery,Action,Fantasy,Horror,Mystery,,,,,,,,,,,,,,,
Adventure|Drama|Thriller,Adventure,Drama,Thriller,,,,,,,,,,,,,,,,
Biography|Comedy|Crime|Drama,Biography,Comedy,Crime,Drama,,,,,,,,,,,,,,,
Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,,,,,,,,,,,
Action|Sci-Fi|War,Action,Sci-Fi,War,,,,,,,,,,,,,,,,
Drama|Sci-Fi,Drama,Sci-Fi,,,,,,,,,,,,,,,,,
Action|Adventure|Animation|Family|Fantasy,Action,Adventure,Animation,Family,Fantasy,,,,,,,,,,,,,,
Action|Crime|Fantasy|Romance|Thriller,Action,Crime,Fantasy,Romance,Thriller,,,,,,,,,,,,,,
Action|Adventure,Action,Adventure,,,,,,,,,,,,,,,,,
Adventure|Animation|Family|Sci-Fi,Adventure,Animation,Family,Sci-Fi,,,,,,,,,,,,,,,
Adventure|Comedy|Sci-Fi,Adventure,Comedy,Sci-Fi,,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Action|Crime|Sport|Thriller,Action,Crime,Sport,Thriller,,,,,,,,,,,,,,,
Comedy|Family|Fantasy,Comedy,Family,Fantasy,,,,,,,,,,,,,,,,
Action|Adventure|Biography|Drama|History|Thriller,Action,Adventure,Biography,Drama,History,Thriller,,,,,,,,,,,,,
Action|Comedy|Sci-Fi,Action,Comedy,Sci-Fi,,,,,,,,,,,,,,,,
Action|Drama|Thriller|War,Action,Drama,Thriller,War,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy|Thriller,Action,Adventure,Fantasy,Thriller,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Drama|History|Romance|War,Drama,History,Romance,War,,,,,,,,,,,,,,,
Animation|Comedy|Family|Sport,Animation,Comedy,Family,Sport,,,,,,,,,,,,,,,
Comedy|Sci-Fi|Thriller,Comedy,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Drama|History|War,Drama,History,War,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Romance,Adventure,Animation,Comedy,Family,Romance,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Drama|Family|Fantasy|Romance,Drama,Family,Fantasy,Romance,,,,,,,,,,,,,,,
Drama|Fantasy|Thriller,Drama,Fantasy,Thriller,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Action|Adventure|Drama|Fantasy,Action,Adventure,Drama,Fantasy,,,,,,,,,,,,,,,
Action|Adventure|Drama|Fantasy,Action,Adventure,Drama,Fantasy,,,,,,,,,,,,,,,
Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy|Thriller,Action,Adventure,Fantasy,Thriller,,,,,,,,,,,,,,,
Drama|Mystery|Romance|Sci-Fi|Thriller,Drama,Mystery,Romance,Sci-Fi,Thriller,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Drama|Sci-Fi|Thriller,Action,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,,,,,,,,,,,
Action|Thriller,Action,Thriller,,,,,,,,,,,,,,,,,
Drama|History|War|Western,Drama,History,War,Western,,,,,,,,,,,,,,,
Action|Adventure|Animation|Family,Action,Adventure,Animation,Family,,,,,,,,,,,,,,,
Action|Adventure|Comedy,Action,Adventure,Comedy,,,,,,,,,,,,,,,,
Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,,,,,,,,,,,
Adventure|Comedy|Family|Mystery|Sci-Fi,Adventure,Comedy,Family,Mystery,Sci-Fi,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy,Adventure,Animation,Comedy,Family,Fantasy,,,,,,,,,,,,,,
Action|Thriller,Action,Thriller,,,,,,,,,,,,,,,,,
Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,,,,,,,,,,,
Drama|Fantasy|Horror|Mystery|Thriller,Drama,Fantasy,Horror,Mystery,Thriller,,,,,,,,,,,,,,
Animation|Comedy|Family|Sci-Fi,Animation,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,,
Action|Adventure|Animation|Comedy|Family,Action,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,
Adventure|Comedy|Drama|Fantasy|Romance,Adventure,Comedy,Drama,Fantasy,Romance,,,,,,,,,,,,,,
Action|Adventure|Comedy|Crime|Thriller,Action,Adventure,Comedy,Crime,Thriller,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Adventure|Animation|Family|Fantasy|Musical|War,Adventure,Animation,Family,Fantasy,Musical,War,,,,,,,,,,,,,
Action|Comedy,Action,Comedy,,,,,,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Crime|Mystery|Thriller,Action,Adventure,Crime,Mystery,Thriller,,,,,,,,,,,,,,
Adventure|Drama|History,Adventure,Drama,History,,,,,,,,,,,,,,,,
Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Action,Adventure,Animation,Family,Fantasy,Sci-Fi,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy|Music,Adventure,Animation,Comedy,Family,Fantasy,Music,,,,,,,,,,,,,
Drama|History|Thriller|War,Drama,History,Thriller,War,,,,,,,,,,,,,,,
Action|Comedy,Action,Comedy,,,,,,,,,,,,,,,,,
Action|Animation|Comedy|Sci-Fi,Action,Animation,Comedy,Sci-Fi,,,,,,,,,,,,,,,
Adventure|Drama|Sci-Fi,Adventure,Drama,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Family|Fantasy|Horror|Mystery,Comedy,Family,Fantasy,Horror,Mystery,,,,,,,,,,,,,,
Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Horror|Sci-Fi|Thriller,Action,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Crime|Mystery|Thriller,Crime,Mystery,Thriller,,,,,,,,,,,,,,,,
Adventure|Family|Fantasy,Adventure,Family,Fantasy,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Crime|Mystery|Thriller,Action,Adventure,Comedy,Crime,Mystery,Thriller,,,,,,,,,,,,,
Action|Adventure|Romance|Sci-Fi|Thriller,Action,Adventure,Romance,Sci-Fi,Thriller,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Adventure|Sci-Fi|Thriller,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Musical,Adventure,Animation,Comedy,Family,Musical,,,,,,,,,,,,,,
Comedy|Drama|Sci-Fi,Comedy,Drama,Sci-Fi,,,,,,,,,,,,,,,,
Action|Drama|Sci-Fi|Thriller,Action,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,,,,,,,,,
Drama|History|Thriller|War,Drama,History,Thriller,War,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Adventure|Fantasy,Adventure,Fantasy,,,,,,,,,,,,,,,,,
Biography|Drama|Sport,Biography,Drama,Sport,,,,,,,,,,,,,,,,
Action|Family|Fantasy|Musical,Action,Family,Fantasy,Musical,,,,,,,,,,,,,,,
Drama|History|Sport,Drama,History,Sport,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Adventure|Drama|Romance,Adventure,Drama,Romance,,,,,,,,,,,,,,,,
Animation|Comedy|Family|Music|Romance,Animation,Comedy,Family,Music,Romance,,,,,,,,,,,,,,
Action|Mystery|Thriller,Action,Mystery,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Crime|Thriller,Crime,Thriller,,,,,,,,,,,,,,,,,
Action|Adventure|Romance,Action,Adventure,Romance,,,,,,,,,,,,,,,,
Animation|Comedy|Family|Fantasy,Animation,Comedy,Family,Fantasy,,,,,,,,,,,,,,,
Animation|Comedy|Family|Fantasy|Musical|Romance,Animation,Comedy,Family,Fantasy,Musical,Romance,,,,,,,,,,,,,
Crime|Drama|Horror|Mystery|Thriller,Crime,Drama,Horror,Mystery,Thriller,,,,,,,,,,,,,,
Action|Crime|Mystery|Thriller,Action,Crime,Mystery,Thriller,,,,,,,,,,,,,,,
Adventure|Comedy|Family,Adventure,Comedy,Family,,,,,,,,,,,,,,,,
Action|Comedy|Crime,Action,Comedy,Crime,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Crime|Thriller,Crime,Thriller,,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Adventure|Mystery|Sci-Fi,Adventure,Mystery,Sci-Fi,,,,,,,,,,,,,,,,
Drama|History|War,Drama,History,War,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Thriller,Action,Adventure,Comedy,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Fantasy,Action,Adventure,Comedy,Fantasy,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy,Adventure,Animation,Comedy,Family,Fantasy,,,,,,,,,,,,,,
Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,,,,,,,,,,,,,,
Action|Drama|Thriller,Action,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Music|Musical,Comedy,Drama,Music,Musical,,,,,,,,,,,,,,,
Adventure|Comedy|Drama|Family|Fantasy,Adventure,Comedy,Drama,Family,Fantasy,,,,,,,,,,,,,,
Action|Comedy|Fantasy|Romance,Action,Comedy,Fantasy,Romance,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Romance|Sci-Fi,Comedy,Romance,Sci-Fi,,,,,,,,,,,,,,,,
Adventure|Comedy|Mystery,Adventure,Comedy,Mystery,,,,,,,,,,,,,,,,
Action|Sci-Fi,Action,Sci-Fi,,,,,,,,,,,,,,,,,
Comedy|Drama|Fantasy|Romance,Comedy,Drama,Fantasy,Romance,,,,,,,,,,,,,,,
Comedy|Fantasy|Horror,Comedy,Fantasy,Horror,,,,,,,,,,,,,,,,
Action|Comedy|Family|Fantasy,Action,Comedy,Family,Fantasy,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi|Thriller,Action,Adventure,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Fantasy|Horror|Sci-Fi,Action,Adventure,Fantasy,Horror,Sci-Fi,,,,,,,,,,,,,,
Crime|Drama|History|Mystery|Thriller,Crime,Drama,History,Mystery,Thriller,,,,,,,,,,,,,,
Action|Mystery|Sci-Fi|Thriller,Action,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Adventure|Drama|Sci-Fi|Thriller,Adventure,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action,Action,,,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,Adventure,Animation,Comedy,Drama,Family,Fantasy,Sci-Fi,,,,,,,,,,,,
Comedy|Family|Fantasy,Comedy,Family,Fantasy,,,,,,,,,,,,,,,,
Action|Drama|Romance|Sci-Fi|Thriller,Action,Drama,Romance,Sci-Fi,Thriller,,,,,,,,,,,,,,
Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,,,,,,,,,,,
Comedy|Crime|Sport,Comedy,Crime,Sport,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy|Music,Adventure,Animation,Comedy,Family,Fantasy,Music,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Adventure|Comedy,Action,Adventure,Comedy,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Mystery|Thriller,Mystery,Thriller,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Sci-Fi,Adventure,Animation,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Action|Crime|Sci-Fi|Thriller,Action,Crime,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Comedy|Family|Fantasy|Romance,Comedy,Family,Fantasy,Romance,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Action|Adventure|Crime|Drama|Sci-Fi|Thriller,Action,Adventure,Crime,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Action|Mystery|Thriller,Action,Mystery,Thriller,,,,,,,,,,,,,,,,
Adventure|Drama|History|Romance|War,Adventure,Drama,History,Romance,War,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Comedy|Family|Sci-Fi,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,,,
Fantasy|Horror|Mystery|Thriller,Fantasy,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,Sport,,,,,,,,,,,,
Adventure|Comedy|Crime|Family|Mystery,Adventure,Comedy,Crime,Family,Mystery,,,,,,,,,,,,,,
Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Action|Crime|Mystery|Romance|Thriller,Action,Crime,Mystery,Romance,Thriller,,,,,,,,,,,,,,
Action|Drama|War,Action,Drama,War,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Romance,Action,Adventure,Comedy,Romance,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Adventure|Animation|Family|Western,Adventure,Animation,Family,Western,,,,,,,,,,,,,,,
Comedy|Family|Romance,Comedy,Family,Romance,,,,,,,,,,,,,,,,
Action|Adventure|Family|Sci-Fi|Thriller,Action,Adventure,Family,Sci-Fi,Thriller,,,,,,,,,,,,,,
Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Animation|Comedy|Family|Fantasy,Animation,Comedy,Family,Fantasy,,,,,,,,,,,,,,,
Comedy|Family|Fantasy,Comedy,Family,Fantasy,,,,,,,,,,,,,,,,
Animation|Family|Fantasy|Music,Animation,Family,Fantasy,Music,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Action|Adventure|Family|Fantasy|Thriller,Action,Adventure,Family,Fantasy,Thriller,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Western,Action,Adventure,Western,,,,,,,,,,,,,,,,
Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,,,,,,,,,,,,,,
Comedy|Fantasy,Comedy,Fantasy,,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Fantasy|Thriller,Action,Adventure,Comedy,Fantasy,Thriller,,,,,,,,,,,,,,
Action|Comedy|Sci-Fi,Action,Comedy,Sci-Fi,,,,,,,,,,,,,,,,
Drama|Horror|Mystery|Sci-Fi,Drama,Horror,Mystery,Sci-Fi,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Drama|History|Thriller,Drama,History,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Adventure|Animation|Family,Adventure,Animation,Family,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,,,,,,,,,,,,
Drama|Musical|Romance,Drama,Musical,Romance,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Sci-Fi,Action,Adventure,Drama,Sci-Fi,,,,,,,,,,,,,,,
Adventure|Comedy|Drama|Family|Fantasy,Adventure,Comedy,Drama,Family,Fantasy,,,,,,,,,,,,,,
Action|Adventure|Fantasy,Action,Adventure,Fantasy,,,,,,,,,,,,,,,,
Action|Sci-Fi|Thriller,Action,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Adventure|Animation|Family|Fantasy,Adventure,Animation,Family,Fantasy,,,,,,,,,,,,,,,
Documentary|Drama,Documentary,Drama,,,,,,,,,,,,,,,,,
Action|Adventure|Horror|Sci-Fi|Thriller,Action,Adventure,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,
Action|Adventure|Drama|History|Romance,Action,Adventure,Drama,History,Romance,,,,,,,,,,,,,,
Animation|Family,Animation,Family,,,,,,,,,,,,,,,,,
Biography|Drama,Biography,Drama,,,,,,,,,,,,,,,,,
Adventure|Animation|Drama|Family|Musical,Adventure,Animation,Drama,Family,Musical,,,,,,,,,,,,,,
Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,,,,,,,,,,,,,
Animation|Comedy|Family|Fantasy|Sci-Fi,Animation,Comedy,Family,Fantasy,Sci-Fi,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Western,Action,Adventure,Western,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Adventure|Animation|Drama|Family|Fantasy,Adventure,Animation,Drama,Family,Fantasy,,,,,,,,,,,,,,
Sci-Fi|Thriller,Sci-Fi,Thriller,,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy,Adventure,Animation,Comedy,Family,Fantasy,,,,,,,,,,,,,,
Animation|Comedy|Family,Animation,Comedy,Family,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy|Sci-Fi,Action,Adventure,Fantasy,Sci-Fi,,,,,,,,,,,,,,,
Animation|Comedy|Family|Sci-Fi,Animation,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Sci-Fi,Action,Adventure,Sci-Fi,,,,,,,,,,,,,,,,
Action|Crime|Fantasy|Thriller,Action,Crime,Fantasy,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Animation|Comedy|Family|Fantasy,Action,Adventure,Animation,Comedy,Family,Fantasy,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama|Family|Music|Musical|Romance,Comedy,Drama,Family,Music,Musical,Romance,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Family|Sci-Fi,Action,Adventure,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Crime|Mystery|Thriller,Crime,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Fantasy|Horror|Thriller,Drama,Fantasy,Horror,Thriller,,,,,,,,,,,,,,,
Comedy|Family,Comedy,Family,,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Biography|Comedy|Drama|History,Biography,Comedy,Drama,History,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family,Adventure,Animation,Comedy,Family,,,,,,,,,,,,,,,
Drama|Music|Musical,Drama,Music,Musical,,,,,,,,,,,,,,,,
Crime|Drama|Mystery,Crime,Drama,Mystery,,,,,,,,,,,,,,,,
Comedy|Crime|Music,Comedy,Crime,Music,,,,,,,,,,,,,,,,
Drama|History|Thriller,Drama,History,Thriller,,,,,,,,,,,,,,,,
Action|Drama|Thriller|War,Action,Drama,Thriller,War,,,,,,,,,,,,,,,
Action|Comedy|Romance|Thriller,Action,Comedy,Romance,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Comedy,Action,Adventure,Comedy,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Animation|Comedy|Family|Fantasy|Mystery,Animation,Comedy,Family,Fantasy,Mystery,,,,,,,,,,,,,,
Comedy|Crime|Drama|Romance,Comedy,Crime,Drama,Romance,,,,,,,,,,,,,,,
Action|Adventure|Romance|Thriller,Action,Adventure,Romance,Thriller,,,,,,,,,,,,,,,
Drama|History|Romance,Drama,History,Romance,,,,,,,,,,,,,,,,
Action|Drama|Fantasy|Romance,Action,Drama,Fantasy,Romance,,,,,,,,,,,,,,,
Action|Crime|Drama|Mystery|Thriller,Action,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,
Action|Adventure|Animation|Family|Sci-Fi,Action,Adventure,Animation,Family,Sci-Fi,,,,,,,,,,,,,,
Action|Comedy|Crime|Thriller,Action,Comedy,Crime,Thriller,,,,,,,,,,,,,,,
Action|Drama|Sci-Fi,Action,Drama,Sci-Fi,,,,,,,,,,,,,,,,
Drama|Horror|Sci-Fi|Thriller,Drama,Horror,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Animation|Comedy|Fantasy,Animation,Comedy,Fantasy,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Thriller,Action,Adventure,Drama,Thriller,,,,,,,,,,,,,,,
Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Animation|Comedy|Family|Sci-Fi,Action,Animation,Comedy,Family,Sci-Fi,,,,,,,,,,,,,,
Action|Fantasy,Action,Fantasy,,,,,,,,,,,,,,,,,
Crime|Mystery|Thriller,Crime,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama|Mystery|Sci-Fi|Thriller,Drama,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Action|Animation|Comedy|Family,Action,Animation,Comedy,Family,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Romance|Thriller,Action,Adventure,Comedy,Romance,Thriller,,,,,,,,,,,,,,
